id;Magasin;Code communication;Référence commande;Référence commande externe;Référence pré commande;Configuration commande externe;Date commande;Date livraison;Date validation;Date de début de validation;Date de fin de validation;Statut;Créée par;Validée par;Fournisseur;Nom;Prénom;Titre;Adresse 1;Adresse 2;Adresse 3;Code postal;Ville;Pays;Téléphone 1;Téléphone 2;Fax;Email;Entreprise;Numéro T.V.A. intra.;A.P.E.;SIRET;SIREN;Historique;Type commande;supplier.is_central;Fournisseur centrale
5125b472-f23f-43d9-a487-8f512d2457e0;292;;19351234;CMD LD TRAITEUR;;;14/11/2025 18:19:05;05/11/2025;05/11/2025 18:32:10;;;en attente de livraison;ben.kouame;ben.kouame;DO EAT;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
65df3f04-614a-441a-853e-2b8772385ad3;292;;30212294;LD CMD EPICERIE;;;14/11/2025 13:15:55;14/11/2025;14/11/2025 13:19:16;;;en attente de livraison;r.klossran;r.klossran;INITIATIVES-BIO INTERNATIONAL;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
e2330533-5d8e-478a-bc98-62a8ace570ee;292;;15369107;;;;14/11/2025 12:37:24;15/11/2025;14/11/2025 12:38:42;;;en attente de livraison;r.klossran;r.klossran;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
5f8ccb59-e842-484a-a7a0-19b25f45f836;292;;23372431;CMD CENTRALE F& L;;;14/11/2025 11:34:41;15/11/2025;14/11/2025 11:58:19;;;en attente de livraison;fo.dago;fo.dago;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
ad0d1206-91ab-4bcd-a210-f9e07db90c13;292;;10124616;LD CMD EPICERIE;;;14/11/2025 11:09:29;14/11/2025;14/11/2025 11:10:55;;;en attente de livraison;km.koffi;km.koffi;ADDICT FOOD SERVICE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
35bb001d-31b3-42d8-a280-0d321bb8a0a8;292;;18162750;LC CREMERIE;;;14/11/2025 11:08:37;15/11/2025;14/11/2025 11:26:43;;;en attente de livraison;r.klossran;r.klossran;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
59d58cea-66c4-4143-a4fb-2908b82e6896;292;;14383122;LC CMD PATISSERIE;;;14/11/2025 11:01:09;15/11/2025;14/11/2025 11:05:02;;;en attente de livraison;s.meledje;s.meledje;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
fbd30893-ad01-4216-85e5-42d4b8403232;292;;11468539;LC CMD LIQUIDE 292;;;14/11/2025 10:02:00;15/11/2025;14/11/2025 10:04:56;;;en attente de livraison;km.koffi;km.koffi;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
2ff52a74-84d2-45e5-9b0d-6acf23d46edf;292;;28121610;LC CMD LIQUIDE 292;;;14/11/2025 09:51:41;15/11/2025;14/11/2025 09:53:31;;;en attente de livraison;km.koffi;km.koffi;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
0f0c83c9-02be-4298-a84c-cf166497a872;292;;81951799;LC CMD LIQUIDE 292;;;14/11/2025 09:30:56;15/11/2025;14/11/2025 09:44:39;;;en attente de livraison;km.koffi;km.koffi;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
b6e83e14-4e8b-473e-b7d9-1296d7c9af28;292;;28148808;CMDE LIQUIDE CENTRALE 105;;;14/11/2025 08:27:45;15/11/2025;14/11/2025 08:43:51;;;en attente de livraison;bh.sei;bh.sei;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
e4fa97ab-8d5b-478e-8e38-5a281fde2394;292;;40913245;LD CMD EPICERIE;;;14/11/2025 07:16:14;14/11/2025;14/11/2025 07:23:09;;;en attente de livraison;km.koffi;km.koffi;EVEREST SARL;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
c37c92fe-1f55-40c1-9bf8-6648188e7757;292;;22772111;LC CMD EPICERIE;;;14/11/2025 07:10:58;15/11/2025;14/11/2025 07:16:25;;;en attente de livraison;km.koffi;km.koffi;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
