id;Magasin;Code communication;Référence commande;Référence commande externe;Référence pré commande;Configuration commande externe;Date commande;Date livraison;Date validation;Date de début de validation;Date de fin de validation;Statut;Créée par;Validée par;Fournisseur;Nom;Prénom;Titre;Adresse 1;Adresse 2;Adresse 3;Code postal;Ville;Pays;Téléphone 1;Téléphone 2;Fax;Email;Entreprise;Numéro T.V.A. intra.;A.P.E.;SIRET;SIREN;Historique
58e07a96-4dad-42ec-875b-ff5c78e14a06;294;;30455219;CMD LD PAT;;;12/11/2025 12:01:13;12/11/2025;12/11/2025 12:04:02;;;en attente de livraison;icisse;icisse;PAIN D'IVOIRE PLUS;;;;;;;;;;;;;;;;;;;
376bf145-5c53-48b8-a9b4-1ec37df53724;294;;43689857;CMD LD PAT;;;12/11/2025 11:54:02;12/11/2025;12/11/2025 12:01:06;;;en attente de livraison;icisse;icisse;LA MIE DOREE;;;;;;;;;;;;;;;;;;;
ca4b428e-1b14-4576-b297-0af80d5bc1f4;294;;27081997;EVEREST DPH;;;12/11/2025 11:18:49;12/11/2025;12/11/2025 11:20:46;;;en attente de livraison;mayouba;mayouba;EVEREST SARL;;;;;;;;;;;;;;;;;;;
8fce08a6-8648-4c7a-99bc-8cf7974bb323;294;;25007269;CMD LD CHARCUTERIE;;;12/11/2025 10:51:26;12/11/2025;12/11/2025 10:57:41;;;en attente de livraison;gkban;gkban;SAWAYA ALAIN ATA;;;;;;;;;;;;;;;;;;;
29eb1756-9c41-456a-938c-0abaf1f051bc;294;;25810878;COMMMANDE LD POISSONNERIE;;;12/11/2025 10:44:23;12/11/2025;12/11/2025 10:46:57;;;en attente de livraison;mdan;mdan;SOCOPAA-SCOOPS;;;;;;;;;;;;;;;;;;;
7bb58ad5-2f40-4f15-9158-2906b3e5b1ab;294;;27398357;COMMANDE LD POISSONNERIE;;;12/11/2025 10:38:35;12/11/2025;12/11/2025 10:43:44;;;en attente de livraison;mdan;mdan;OUARI FISH SARL (OUARI DRISSA);;;;;;;;;;;;;;;;;;;
fa5771be-6b7e-4487-8516-8ad6caa62953;294;;21791381;LD;;;12/11/2025 10:14:02;12/11/2025;12/11/2025 10:18:40;;;en attente de livraison;mayouba;mayouba;SNEM;;;;;;;;;;;;;;;;;;;
ca8bc0cc-8439-4f40-8bf4-5fa09304f528;294;;25895982;LIVRAISON DIRECT LD EPICERIE;;;12/11/2025 10:02:07;12/11/2025;12/11/2025 10:06:24;;;en attente de livraison;bebhjkouassi;bebhjkouassi;SODIREP;;;;;;;;;;;;;;;;;;;
5bdf79cc-2ef7-41f9-817e-c8ab6a32719e;294;;52939512;LIVRAISON DIRECT LD EPICERIE;;;12/11/2025 09:58:12;12/11/2025;12/11/2025 10:02:12;;;en attente de livraison;bebhjkouassi;bebhjkouassi;COSCO INTERNATIONAL;;;;;;;;;;;;;;;;;;;
7c66c7c6-c0b2-454e-ba91-d022f71a9953;294;;12895647;LIVRAISON DIRECT LD EPICERIE;;;12/11/2025 09:37:02;12/11/2025;12/11/2025 09:42:17;;;en attente de livraison;bebhjkouassi;bebhjkouassi;SODIREP;;;;;;;;;;;;;;;;;;;
49127165-fdf1-4951-bd35-712bd013a34f;294;;10821815;COMMANDE LC CREMERIE;;;12/11/2025 09:23:39;13/11/2025;12/11/2025 09:34:56;;;en attente de livraison;mdan;mdan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
acc348e4-0bec-4802-9358-1449ca70ad9c;294;;32069079;;;;12/11/2025 09:17:51;13/11/2025;12/11/2025 09:28:07;;;en attente de livraison;icisse;icisse;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
90b10655-0b9b-42fe-be1a-b8577b3eb246;294;;67370300;COMMANDE LC F/L;;;12/11/2025 07:49:13;13/11/2025;12/11/2025 08:09:46;;;en attente de livraison;isidibe;isidibe;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
df3f6579-37b4-41fc-b45f-2977c3923396;294;;43837298;CMD LD LIQUIDE;;;12/11/2025 07:44:42;12/11/2025;12/11/2025 07:46:22;;;en attente de livraison;kjyggnapoh;kjyggnapoh;SICAVE;;;;;;;;;;;;;;;;;;;
f9ffeb12-abbb-404d-a303-669e9c782d6a;294;;15211461;commande bazar  lc;;;11/11/2025 16:39:51;12/11/2025;11/11/2025 16:43:07;;;en attente de livraison;mdan;mdan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
08c8f1af-8585-4897-9361-80bb8fb99cd6;294;;19771922;CMD LD CHARCUTERIE COUPE;;;11/11/2025 15:55:33;11/11/2025;11/11/2025 16:00:19;;;en attente de livraison;gkban;gkban;SAWAYA ALAIN ATA;;;;;;;;;;;;;;;;;;;
814cc1df-9679-4e4d-a5f0-0eebde96e85e;294;;99160165;;;;11/11/2025 13:34:24;11/11/2025;11/11/2025 13:37:25;;;en attente de livraison;gkban;gkban;EUROLAIT S.A;;;;;;;;;;;;;;;;;;;
9915fc5c-b40e-417a-9e26-441bc1db85c2;294;;31375057;;;;11/11/2025 12:50:26;12/11/2025;11/11/2025 12:53:11;;;en attente de livraison;ckakpo;ckakpo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
544c3379-9cde-4c47-a169-4bb6f27154c6;294;;28445313;COMMANDE EPICERIE  LC;;;11/11/2025 12:23:48;12/11/2025;11/11/2025 12:38:50;;;en attente de livraison;mdan;mdan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
ca4fbd93-a4da-466d-903d-f969b4bc8c49;294;;76842575;COMMANDE  EPICERIE LC;;;11/11/2025 11:41:51;12/11/2025;11/11/2025 11:46:05;;;en attente de livraison;mdan;mdan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
6305a698-c566-4f6e-bffc-b4f3fba29fb4;294;;17638809;CMD LD;;;11/11/2025 11:38:39;11/11/2025;11/11/2025 11:41:16;;;en attente de livraison;aassoumou;aassoumou;I.P.T.;;;;;;;;;;;;;;;;;;;
bbee1f2c-3c65-4819-a269-84342dc9ae8f;294;;26123361;BOUCHERIE;;;11/11/2025 11:28:50;13/11/2025;12/11/2025 09:07:50;;;en attente de livraison;msoumahoroloua;msoumahoroloua;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
27722d90-7c0f-4833-b5eb-53b7436b5875;294;;11725167;CMD SURGELE LD;;;11/11/2025 11:16:28;11/11/2025;11/11/2025 11:23:51;;;en attente de livraison;aassoumou;aassoumou;OZEOH SARL;;;;;;;;;;;;;;;;;;;
faf9f40e-5bad-44c7-b8c3-5cf6f5d20ed5;294;;27812554;;;;11/11/2025 11:02:20;12/11/2025;11/11/2025 11:05:25;;;en attente de livraison;kyao2;kyao2;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
3e8ae271-a19f-4f5e-9c8d-bd158b59af4b;294;;26420216;;;;11/11/2025 10:51:29;12/11/2025;11/11/2025 10:55:13;;;en attente de livraison;kyao2;kyao2;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
68bbcff9-e042-4d79-b2fe-4dd507cd1b3e;294;;25492054;commande centrale;;;11/11/2025 10:51:15;12/11/2025;11/11/2025 11:01:55;;;en attente de livraison;ckakpo;ckakpo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
c6023a64-67ce-442b-a420-90cd488e41ef;294;;81589106;commande centrale;;;11/11/2025 10:48:38;12/11/2025;11/11/2025 10:50:35;;;en attente de livraison;ckakpo;ckakpo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
7acfa563-8e2c-4110-b162-384dd6309142;294;;18242719;COMMANDE EPICERIE LC;;;11/11/2025 10:48:18;12/11/2025;11/11/2025 11:29:04;;;en attente de livraison;mdan;mdan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
a57b4d8f-a11b-4b16-afa0-3175cad46a58;294;;24511117;commande centrale;;;11/11/2025 10:28:30;12/11/2025;11/11/2025 10:38:08;;;en attente de livraison;ckakpo;ckakpo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
952a7494-fa18-4877-ae3b-e0f7b7afd5bb;294;;71293692;COMMANDE CREMERIE LC;;;11/11/2025 10:15:44;12/11/2025;11/11/2025 10:47:55;;;en attente de livraison;mdan;mdan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
76175b3a-c4c7-41c4-abea-0fcf3e39d110;294;;13471818;COMMANDE LIQUIDE LC;;;11/11/2025 09:56:42;12/11/2025;11/11/2025 10:14:26;;;en attente de livraison;mdan;mdan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
414a6e7c-ae01-4285-a201-12bcb4659f6d;294;;28506368;commande centrale;;;11/11/2025 09:50:22;12/11/2025;11/11/2025 10:24:30;;;en attente de livraison;ckakpo;ckakpo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
da0d68c0-7223-4cf7-ba5b-e79544ab469d;294;;99541133;;;;11/11/2025 09:18:51;12/11/2025;11/11/2025 09:30:34;;;en attente de livraison;kyao2;kyao2;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
e7c57a27-a82d-46d2-8993-46c1ef1cdafb;294;;22762113;commande centrale;;;11/11/2025 08:41:48;12/11/2025;11/11/2025 08:49:39;;;en attente de livraison;ckakpo;ckakpo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
8ca1dcf3-2d12-4064-bd2c-f7a191613ce1;294;;31283826;;;;11/11/2025 08:30:00;12/11/2025;11/11/2025 09:07:13;;;en attente de livraison;gltiemoko;gltiemoko;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
d40e8c9a-5111-4123-b57e-8f7f19cb294b;294;;63571791;COMMANDE EPICERIE LC;;;11/11/2025 08:19:58;11/11/2025;11/11/2025 08:20:41;;;en attente de livraison;;ygdayekoe;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
7b80e145-eb84-4c51-8cd2-bf6b263b510a;294;;12591808;CMD LC CHARCUTERIE COUPE;;;11/11/2025 08:13:50;12/11/2025;11/11/2025 08:31:47;;;en attente de livraison;gkban;gkban;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
47757709-d19f-4c30-ac25-299ed9a6adc0;294;;22678750;COMMANDE FRUITS ET LEGUMES LC;;;11/11/2025 08:10:28;12/11/2025;11/11/2025 08:36:17;;;en attente de livraison;mdan;mdan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
803f0312-3576-43ff-b4fb-b281ec8d782a;294;;32412737;COMMANDE EPICERIE LC;;;11/11/2025 07:48:17;11/11/2025;11/11/2025 07:58:40;;;en attente de livraison;;ygdayekoe;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
03665e73-9e0a-442b-abe7-1e3d6ceb5a2d;294;;10498531;COMMANDE LIQUIDE LC;;;11/11/2025 07:38:46;12/11/2025;11/11/2025 08:10:45;;;en attente de livraison;mdan;mdan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
e95551a3-77e1-46ae-b063-a4d4af14c3ee;294;;24026003;COMMANDE EPICERIE LC;;;11/11/2025 07:21:12;11/11/2025;11/11/2025 07:46:33;;;en attente de livraison;;ygdayekoe;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
