id;Magasin;Code communication;Référence commande;Référence commande externe;Référence pré commande;Configuration commande externe;Date commande;Date livraison;Date validation;Date de début de validation;Date de fin de validation;Statut;Créée par;Validée par;Fournisseur;Nom;Prénom;Titre;Adresse 1;Adresse 2;Adresse 3;Code postal;Ville;Pays;Téléphone 1;Téléphone 2;Fax;Email;Entreprise;Numéro T.V.A. intra.;A.P.E.;SIRET;SIREN;Historique;Type commande;supplier.is_central;Fournisseur centrale
eed1d504-7cd0-4b59-ae62-9a9fcf2737aa;230;;61281730;EPICERIE CENTRALE;;;14/11/2025 13:38:59;15/11/2025;14/11/2025 13:40:59;;;en attente de livraison;SDoua;SDoua;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
cacedf85-e9f7-4bbf-b00c-d44931e26663;230;;27503537;LIQUIDE CENTRALE;;;14/11/2025 13:07:43;15/11/2025;14/11/2025 13:25:41;;;en attente de livraison;RAssemian;RAssemian;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
80b22fee-e0ee-4737-8d0e-f6ec21c3545f;230;;20481374;EPICERIE CENTRALE;;;14/11/2025 11:28:04;15/11/2025;14/11/2025 11:37:57;;;en attente de livraison;PKOBENAN;PKOBENAN;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
0b01957d-b851-4d03-ab2a-18cb3eb89b96;230;;23435558;FROMAGE COUPE CENTRALE;;;14/11/2025 11:10:41;15/11/2025;14/11/2025 11:24:51;;;en attente de livraison;PKOBENAN;PKOBENAN;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
525eb101-483b-497a-b1ee-94b54f415962;230;;27033383;CREMERIE CENTRALE;;;14/11/2025 11:01:21;15/11/2025;14/11/2025 11:10:15;;;en attente de livraison;PKOBENAN;PKOBENAN;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
cf42dfb9-2efb-43cb-874a-b263920cf329;230;;11106133;EPICERIE CENTRALE;;;14/11/2025 10:49:51;15/11/2025;14/11/2025 10:52:56;;;en attente de livraison;RSoumahoro;RSoumahoro;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
77e38db6-7071-4d3b-8d51-2c5e9c2f877f;230;;26121286;EPICERIE CENTRALE;;;14/11/2025 10:41:25;15/11/2025;14/11/2025 10:42:12;;;en attente de livraison;SDoua;SDoua;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
ece5935d-118a-49ec-affc-793797560771;230;;30243076;SURGELE CENTRALE;;;14/11/2025 10:31:43;15/11/2025;14/11/2025 11:01:40;;;en attente de livraison;PKOBENAN;PKOBENAN;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
7230cdd9-ab63-48f6-85f1-9cb894e9e9fd;230;;13724995;COMMANDE TEXTILE;;;14/11/2025 10:17:39;15/11/2025;14/11/2025 10:39:30;;;en attente de livraison;anguessan;anguessan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
1a5582ae-63e0-49f1-ace7-5097246d7bd7;230;;10996853;FRUITS ET LEGUMES CENTRALE;;;14/11/2025 09:26:23;15/11/2025;14/11/2025 10:31:52;;;en attente de livraison;PKOBENAN;PKOBENAN;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;DIRECTE;NON;NON
